Body,,,,,,,,,
Date,Weight,BMI,Fat,,,,,,
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep,
,,,,,,,,,
Food Log 20210101,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210102,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210103,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210104,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210105,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210106,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210107,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210108,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210109,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210110,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210111,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210112,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210113,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210114,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210115,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210116,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210117,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210118,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210119,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210120,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210121,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210122,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210123,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210124,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210125,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210126,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210127,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210128,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210129,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210130,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
,,,,,,,,,
Food Log 20210131,,,,,,,,,
Daily Totals,,,,,,,,,
,Calories,0,,,,,,,
,Fat,0 g,,,,,,,
,Fiber,0 g,,,,,,,
,Carbs,0 g,,,,,,,
,Sodium,0 mg,,,,,,,
,Protein,0 g,,,,,,,
,Water,0 ml,,,,,,,
